,ingredient name,kor ingredient name,data available level,score with min,score,score class,cancer,developmental & reproductive toxicity,allergies & immunotoxicity
258,SORBITAN OLIVATE,솔비탄올리베이트,None,1,1,Green,LOW,LOW,LOW
259,D&C Red No. 30 (CI 73360),,Fair,5,5,Yellow,LOW,LOW,LOW
260,CERESIN,세레신,Limited,1,1,Green,LOW,LOW,LOW
261,PVP,피브이피,Fair,1,1,Green,LOW,LOW,LOW
262,POLYQUATERNIUM-7,폴리쿼터늄-7,Limited,1-4,4,Yellow,LOW,LOW,LOW
263,DIACETONE ALCOHOL,다이아세톤알코올,Limited,1,1,Green,LOW,LOW,LOW
264,MANGIFERA INDICA (MANGO) SEED BUTTER,망고씨버터,Limited,1,1,Green,LOW,LOW,LOW
265,FD&C Yellow No. 6 (CI 15985),,Fair,3-7,7,Red,LOW,LOW,LOW_MODERATE
266,SILICA SILYLATE,실리카실릴레이트,None,1,1,Green,LOW,LOW,LOW
267,SODIUM BICARBONATE,소듐바이카보네이트,Fair,1,1,Green,LOW,LOW,LOW
268,ISOBUTYLPARABEN,아이소부틸파라벤,Fair,10,10,Red,LOW,MODERATE,MODERATE
269,MALTODEXTRIN,말토덱스트린,Fair,1,1,Green,LOW,LOW,LOW
270,POTASSIUM HYDROXIDE,포타슘하이드록사이드,Fair,2-5,5,Yellow,LOW,LOW,LOW
271,HYDROLYZED GLYCINE SOJA (SOY) PROTEIN,,Limited,1,1,Green,LOW,LOW,LOW
272,CANANGA ODORATA (YLANG YLANG) FLOWER OIL,,Limited,5,5,Yellow,LOW,LOW,HIGH
273,POLYSORBATE-80,폴리솔베이트80,Fair,3,3,Yellow,LOW,LOW,LOW
274,TRIDECYL TRIMELLITATE,트라이데실트라이멜리테이트,Limited,1,1,Green,LOW,LOW,LOW
275,SORBITAN ISOSTEARATE,솔비탄아이소스테아레이트,None,1,1,Green,LOW,LOW,LOW
276,AMYLCINNAMALDEHYDE,,Limited,3-4,4,Yellow,LOW,LOW,HIGH
277,TETRAHEXYLDECYL ASCORBATE,테트라헥실데실아스코베이트,None,1,1,Green,LOW,LOW,LOW
278,GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT,스페인감초뿌리추출물,Limited,5,5,Yellow,LOW,LOW_MODERATE,LOW_MODERATE
279,STEARAMIDOPROPYL DIMETHYLAMINE,스테아라미도프로필다이메틸아민,Limited,1-4,4,Yellow,LOW,LOW,LOW
280,LAURYL GLUCOSIDE,라우릴글루코사이드,Limited,1,1,Green,LOW,LOW,LOW
281,LANOLIN,라놀린,Fair,1,1,Green,LOW,LOW,LOW_MODERATE
282,CETEARYL GLUCOSIDE,세테아릴글루코사이드,Limited,2,2,Green,LOW,LOW,LOW_MODERATE
283,LYRAL,,Limited,6,6,Yellow,LOW,LOW,HIGH
284,GLYCERYL OLEATE,글리세릴올리에이트,Fair,1,1,Green,LOW,LOW,LOW
285,UNSPECIFIED OILS,,Limited,4,4,Yellow,LOW,LOW,LOW
286,METHYL METHACRYLATE CROSSPOLYMER,메틸메타크릴레이트크로스폴리머,Limited,1,1,Green,LOW,LOW,LOW
287,HYDROGENATED VEGETABLE OIL,하이드로제네이티드식물성오일,Limited,1,1,Green,LOW,LOW,LOW
288,SORBITAN SESQUIOLEATE,솔비탄세스퀴올리에이트,Limited,1,1,Green,LOW,LOW,LOW
289,GLYCERYL STEARATE SE,글리세릴스테아레이트에스이,Limited,1,1,Green,LOW,LOW,LOW
290,HONEY,꿀,Robust,1,1,Green,LOW,LOW,LOW
291,LIMNANTHES ALBA (MEADOWFOAM) SEED OIL,메도우폼씨오일,Limited,1,1,Green,LOW,LOW,LOW
292,ARGININE,알지닌,Fair,1,1,Green,LOW,LOW,LOW
293,CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT OIL,베르가모트오일,Limited,2,2,Green,LOW,LOW,LOW
294,ALOE BARBADENSIS (ALOE VERA) EXTRACT,,Limited,1-3,3,Yellow,MODERATE,LOW,LOW
295,VANILLA PLANIFOLIA (VANILLA) FRUIT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW_MODERATE
296,ANTHEMIS NOBILIS (CHAMOMILE) FLOWER EXTRACT,,Limited,2,2,Green,LOW,LOW,LOW
297,BARIUM SULFATE,바륨설페이트,Fair,2,2,Green,LOW,LOW,LOW
298,BEHENTRIMONIUM METHOSULFATE,베헨트라이모늄메토설페이트,Limited,4,4,Yellow,LOW,LOW,HIGH
299,D&C Red No. 34 (CI 15880) Lake,,None,1,1,Green,LOW,LOW,LOW
300,TRIDECETH-12,트라이데세스-12,Limited,1,1,Green,LOW,LOW,LOW
301,HYDRATED SILICA,하이드레이티드실리카,Fair,1,1,Green,LOW,LOW,LOW
302,PHOSPHORIC ACID,포스포릭애씨드,Fair,1,1,Green,LOW,LOW,LOW
303,ALOE BARBADENSIS (ALOE VERA) LEAF,,Limited,1-3,3,Yellow,MODERATE,LOW,LOW
304,SODIUM SACCHARIN,소듐사카린,Fair,1,1,Green,LOW,LOW,LOW
305,VP/ HEXADECENE COPOLYMER,브이피/헥사데센코폴리머,Limited,1,1,Green,LOW,LOW,LOW
306,HEXYL LAURATE,헥실라우레이트,Limited,1,1,Green,LOW,LOW,LOW
307,SD ALCOHOL 40B,에스디알코올40-B,Limited,3,3,Yellow,LOW,LOW_MODERATE,LOW
308,CETEARYL OLIVATE,세테아릴올리베이트,Limited,1,1,Green,LOW,LOW,LOW
309,C13-14 ISOPARAFFIN,C13-14아이소파라핀,Limited,1,1,Green,LOW,LOW,LOW
310,COCO-CAPRYLATE/ CAPRATE,코코-카프릴레이트/카프레이트,Limited,1,1,Green,LOW,LOW,LOW
311,SODIUM COCOYL ISETHIONATE,소듐코코일이세티오네이트,Limited,1,1,Green,LOW,LOW,LOW
312,SEA SALT,씨솔트,Robust,1,1,Green,LOW,LOW,LOW
313,ISOBUTANE,아이소부탄,Fair,3-6,6,Yellow,LOW,LOW,MODERATE
314,FD&C Red No. 40 (CI 16035),,Limited,3-6,6,Yellow,LOW,LOW,LOW_MODERATE
315,VITIS VINIFERA (GRAPE) SEED EXTRACT,포도씨추출물,Fair,1,1,Green,LOW,LOW,LOW
316,BUTYL ALCOHOL,,Fair,1-4,4,Yellow,LOW,LOW,LOW
317,POLYACRYLAMIDE,폴리아크릴아마이드,Fair,2-4,4,Yellow,LOW,LOW,LOW
318,SORBITAN STEARATE,솔비탄스테아레이트,Limited,1,1,Green,LOW,LOW,LOW
319,PUNICA GRANATUM (POMEGRANATE) FRUIT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
320,ELAEIS GUINEENSIS (AFRICAN OIL PALM) OIL,,Fair,1,1,Green,LOW,LOW,LOW
321,OENOTHERA BIENNIS (EVENING PRIMROSE) OIL,달맞이꽃오일,Limited,1,1,Green,LOW,LOW,LOW
322,SYNTHETIC BEESWAX,합성비즈왁스,Limited,1,1,Green,LOW,LOW,LOW
323,CAMPHOR,캠퍼,Fair,1-2,2,Green,LOW,LOW,LOW
324,PANAX GINSENG (GINSENG) ROOT EXTRACT,,Fair,1,1,Green,LOW,LOW,LOW
325,LEUCONOSTOC/ RADISH ROOT FERMENT FILTRATE,류코노스톡/무발효여과물,None,1,1,Green,LOW,LOW,LOW
326,PYRUS MALUS (APPLE) FRUIT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
327,CITRUS GRANDIS (GRAPEFRUIT) SEED EXTRACT,왕귤씨추출물,Fair,1-4,4,Yellow,LOW,LOW,LOW
328,CETYL ESTERS,세틸에스터,Limited,1,1,Green,LOW,LOW,LOW
329,DISODIUM STEAROYL GLUTAMATE,다이소듐스테아로일글루타메이트,Limited,1,1,Green,LOW,LOW,LOW
330,FD&C Red No. 4 (CI 14700),,Fair,4,4,Yellow,LOW,LOW,LOW
331,EDTA,이디티에이,Fair,2,2,Green,LOW,LOW,LOW
332,TRIMETHYLPENTANEDIYL DIBENZOATE,트라이메틸펜탄다이일다이벤조에이트,Limited,1,1,Green,LOW,LOW,LOW
333,POLYSILICONE-11,폴리실리콘-11,None,1,1,Green,LOW,LOW,LOW
334,MAGNESIUM ASCORBYL PHOSPHATE,마그네슘아스코빌포스페이트,Limited,1,1,Green,LOW,LOW,LOW
335,D&C Yellow No. 11 (CI 47000),,Fair,3-6,6,Yellow,LOW_MODERATE,LOW,LOW_MODERATE
336,TRIETHYL CITRATE,트라이에틸시트레이트,Fair,1,1,Green,LOW,LOW,LOW
337,CI 15850 (D&C Red No. 6 or 7) Barium Lake,,Limited,1-6,6,Yellow,LOW,LOW,LOW
338,VP/ EICOSENE COPOLYMER,브이피/에이코신코폴리머,Limited,1,1,Green,LOW,LOW,LOW
339,HYDROLYZED KERATIN,하이드롤라이즈드케라틴,Limited,1-2,2,Green,LOW,LOW,LOW
340,PROPYL ACETATE,프로필아세테이트,Limited,1-2,2,Green,LOW,LOW,LOW
341,SUCROSE,수크로오스,Robust,1,1,Green,LOW,LOW,LOW
342,D&C Red No. 34 (CI 15880),,Limited,5,5,Yellow,LOW,LOW,LOW
343,COCAMIDOPROPYL HYDROXYSULTAINE,코카미도프로필하이드록시설테인,Limited,1,1,Green,LOW,LOW,LOW
344,HYDROGENATED POLYDECENE,하이드로제네이티드폴리데센,Limited,2,2,Green,LOW,LOW,LOW
345,TRISODIUM EDTA,트라이소듐이디티에이,Limited,1,1,Green,LOW,LOW,LOW
346,POLYGLYCERYL-3 DIISOSTEARATE,폴리글리세릴-3다이아이소스테아레이트,Limited,1,1,Green,LOW,LOW,LOW
347,PEG-12 DIMETHICONE,피이지-12다이메티콘,Limited,3,3,Yellow,LOW,LOW,LOW
348,LAURETH-4,라우레스-4,Limited,1-3,3,Yellow,LOW,LOW,LOW
349,SIMETHICONE,시메티콘,Limited,1,1,Green,LOW,LOW,LOW
350,HYDROGEN PEROXIDE,하이드로젠퍼옥사이드,Good,2-5,5,Yellow,LOW,LOW,LOW
351,PEG-8,피이지-8,Limited,1-3,3,Yellow,LOW,LOW,LOW
352,TRIHYDROXYSTEARIN,트라이하이드록시스테아린,Limited,1,1,Green,LOW,LOW,LOW
353,PANTHENYL ETHYL ETHER,판테닐에틸에터,None,1,1,Green,LOW,LOW,LOW
354,RETINYL ACETATE (VITAMIN A ACETATE),,Fair,6-9,9,Red,LOW_MODERATE,HIGH,LOW
355,GLYCOL STEARATE,글라이콜스테아레이트,Limited,1,1,Green,LOW,LOW,LOW
356,AZADIRACHTA INDICA (NEEM) SEED OIL,,Fair,1,1,Green,LOW,LOW,LOW
357,CETYL DIMETHICONE,세틸다이메티콘,Limited,1,1,Green,LOW,LOW,LOW
358,HYDROLYZED SILK,하이드롤라이즈드실크,Limited,1,1,Green,LOW,LOW,LOW
359,PUNICA GRANATUM (POMEGRANATE) SEED OIL,,Limited,1,1,Green,LOW,LOW,LOW
360,CI 15850 (D&C Red No. 6 or 7) Calcium Lake,,Limited,1-6,6,Yellow,LOW,LOW,LOW
361,POGOSTEMON CABLIN (PATCHOULI) OIL,,Limited,1,1,Green,LOW,LOW,LOW
362,OCTYLDODECYL NEOPENTANOATE,옥틸도데실네오펜타노에이트,Limited,1,1,Green,LOW,LOW,LOW
363,VP/ VA COPOLYMER,브이피/브이에이코폴리머,Limited,1,1,Green,LOW,LOW,LOW
364,CAFFEINE,카페인,Good,1,1,Green,LOW,LOW,LOW
365,SODIUM ASCORBYL PHOSPHATE,소듐아스코빌포스페이트,Limited,1,1,Green,LOW,LOW,LOW
366,HYDROGENATED LECITHIN,하이드로제네이티드레시틴,Limited,1-2,2,Green,LOW,LOW,LOW
367,CITRUS LIMON (LEMON) PEEL EXTRACT,레몬껍질추출물,Limited,1-5,5,Yellow,LOW,LOW,LOW
368,POTASSIUM CETYL PHOSPHATE,포타슘세틸포스페이트,Limited,1,1,Green,LOW,LOW,LOW
369,SALVIA OFFICINALIS (SAGE) LEAF EXTRACT,살비아잎추출물,Limited,1,1,Green,LOW,LOW,LOW
370,PHOSPHOLIPIDS,포스포리피드,Fair,1,1,Green,LOW,LOW,LOW
371,TRITICUM VULGARE (WHEAT) GERM OIL,밀배아오일,Limited,1,1,Green,LOW,LOW,LOW
372,ISOPROPYL TITANIUM TRIISOSTEARATE,아이소프로필티타늄트라이아이소스테아레이트,None,1,1,Green,LOW,LOW,LOW
373,POLYISOBUTENE,폴리아이소부텐,Limited,1,1,Green,LOW,LOW,LOW
374,BIOTIN,바이오틴,Fair,1,1,Green,LOW,LOW,LOW
375,PALMITOYL OLIGOPEPTIDE,팔미토일올리고펩타이드,None,1,1,Green,LOW,LOW,LOW
376,CI 45380 (D&C Red No. 21 or 22),,Fair,5,5,Yellow,LOW,LOW,LOW
377,CITRUS PARADISI (GRAPEFRUIT) PEEL OIL,자몽껍질오일,Limited,1,1,Green,LOW,LOW,LOW
378,HDI/ TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER,에이치디아이/트라이메틸올헥실락톤크로스폴리머,None,1,1,Green,LOW,LOW,LOW
379,TRISODIUM ETHYLENEDIAMINE DISUCCINATE,트라이소듐에틸렌다이아민다이석시네이트,Fair,1,1,Green,LOW,LOW,LOW
380,MARANTA ARUNDINACEA (ARROWROOT),,None,1,1,Green,LOW,LOW,LOW
381,SAPONIFIED COCOS NUCIFERA (COCONUT) OIL,,None,1,1,Green,LOW,LOW,LOW
382,STEARETH-21,스테아레스-21,Limited,1-3,3,Yellow,LOW,LOW,LOW
383,Ext. D&C Violet No. 2 (CI 60730),,Limited,3-6,6,Yellow,LOW,LOW,MODERATE
384,PHENETHYL ALCOHOL,페네틸알코올,Fair,1,1,Green,LOW,LOW,LOW
385,PELARGONIUM GRAVEOLENS OIL,센티드제라늄오일,Limited,4,4,Yellow,LOW,LOW,HIGH
386,CARRAGEENAN,카라기난,Good,1,1,Green,LOW,LOW,LOW
387,STEARETH-2,스테아레스-2,Limited,1-3,3,Yellow,LOW,LOW,LOW
388,CETYL PALMITATE,세틸팔미테이트,Limited,1,1,Green,LOW,LOW,LOW
389,XYLITOL,자일리톨,Fair,1,1,Green,LOW,LOW,LOW
390,ROSA CANINA (DOG ROSE) FRUIT OIL,,Limited,3,3,Yellow,LOW,LOW,HIGH
391,CAMELLIA OLEIFERA (TEA-OIL CAMELLIA) LEAF EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
392,SODIUM PHYTATE,소듐파이테이트,Limited,1,1,Green,LOW,LOW,LOW
393,OLEIC ACID,올레익애씨드,Fair,1,1,Green,LOW,LOW,LOW
394,STEARETH-20,스테아레스-20,Limited,1-3,3,Yellow,LOW,LOW,LOW
395,HYDROFLUOROCARBON 152A,하이드로플루오로카본152에이,Limited,1,1,Green,LOW,LOW,LOW
396,SODIUM POLYACRYLATE,소듐폴리아크릴레이트,Fair,2,2,Green,LOW,LOW,LOW
397,ANTHEMIS NOBILIS (CHAMOMILE) FLOWER OIL,,Limited,1-2,2,Green,LOW,LOW,LOW
398,UREA,우레아,Good,1-3,3,Yellow,LOW,LOW,LOW
399,OLEYL ALCOHOL,올레일알코올,Limited,1,1,Green,LOW,LOW,LOW
400,POLYVINYL BUTYRAL,폴리비닐부틸알,Limited,1,1,Green,LOW,LOW,LOW
401,EUCALYPTUS GLOBULUS (EUCALYPTUS) LEAF OIL,,Fair,1-2,2,Green,LOW,LOW,LOW
402,HYDROXYETHYL ACRYLATE/ SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,None,1,1,Green,LOW,LOW,LOW
403,SACCHARUM OFFICINARUM (SUGAR CANE) EXTRACT,사탕수수추출물,Limited,1,1,Green,LOW,LOW,LOW
404,MACROCYSTIS PYRIFERA (KELP) EXTRACT,자이언트켈프추출물,Limited,1,1,Green,LOW,LOW,LOW
405,FARNESOL,파네솔,Fair,3-4,4,Yellow,LOW,LOW,HIGH
406,ETHYL TOSYLAMIDE,,Limited,3,3,Yellow,LOW,LOW,LOW
407,CAPRYLYL METHICONE,카프릴릴메티콘,None,1,1,Green,LOW,LOW,LOW
408,DIPOTASSIUM GLYCYRRHIZATE,다이포타슘글리시리제이트,Limited,1,1,Green,LOW,LOW,LOW
409,TAPIOCA STARCH,타피오카전분,Fair,1,1,Green,LOW,LOW,LOW
410,VANILLIN,바닐린,Fair,1,1,Green,LOW,LOW,LOW
411,SODIUM COCOATE,소듐코코에이트,Limited,1,1,Green,LOW,LOW,LOW
412,GLUTAMIC ACID,글루타믹애씨드,Fair,1,1,Green,LOW,LOW,LOW
413,CENTELLA ASIATICA (GOTU KOLA) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
414,DAUCUS CAROTA SATIVA (CARROT) SEED OIL,당근씨오일,Limited,1,1,Green,LOW,LOW,LOW
415,CITRUS AURANTIFOLIA (LIME) OIL,라임전초오일,Fair,4,4,Yellow,LOW,LOW,LOW
416,PALMITOYL TETRAPEPTIDE-7,팔미토일테트라펩타이드-7,None,1,1,Green,LOW,LOW,LOW
417,BUTYLOCTYL SALICYLATE,부틸옥틸살리실레이트,None,1,1,Green,LOW,LOW,LOW
418,IMIDAZOLIDINYL UREA (FORMALDEHYDE RELEASER),,Limited,5,5,Yellow,LOW,LOW,HIGH
419,PEG-150 DISTEARATE,피이지-150다이스테아레이트,None,1-3,3,Yellow,LOW,LOW,LOW
420,CANNABIS SATIVA (HEMP) SEED OIL,,Fair,1-2,2,Green,LOW,LOW,LOW
421,SODIUM C14-16 OLEFIN SULFONATE,소듐C14-16올레핀설포네이트,Limited,1-2,2,Green,LOW,LOW,LOW
422,POLYURETHANE-11,폴리우레탄-11,None,1,1,Green,LOW,LOW,LOW
423,CAMELLIA SINENSIS (GREEN TEA) EXTRACT,,Fair,1-2,2,Green,LOW,LOW,LOW
424,D&C Yellow No. 10 (CI 47005) Aluminum Lake,,Limited,2-8,8,Red,LOW,LOW,LOW_MODERATE
425,SODIUM LACTATE,소듐락테이트,Limited,1-3,3,Yellow,LOW,LOW,LOW
426,RESORCINOL,레조시놀,Fair,6-7,7,Red,LOW,LOW,MODERATE
427,SODIUM XYLENE SULFONATE,소듐자일렌설포네이트,Limited,1,1,Green,LOW,LOW,LOW
428,PEG-7 GLYCERYL COCOATE,피이지-7글리세릴코코에이트,Limited,1-4,4,Yellow,LOW,LOW,LOW
429,EMULSIFYING WAX,,Limited,4,4,Yellow,LOW,LOW,LOW
430,D&C Yellow No. 10 (CI 47005),,Limited,2-7,7,Red,LOW,LOW,LOW_MODERATE
431,COCOS NUCIFERA (COCONUT) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
432,CHAMOMILLA RECUTITA (MATRICARIA) EXTRACT,마트리카리아추출물,Limited,2,2,Green,LOW,LOW,LOW
433,CARAMEL,카라멜,Limited,1,1,Green,LOW,LOW,LOW
434,M-AMINOPHENOL,m-아미노페놀,Fair,3-5,5,Yellow,LOW,LOW,MODERATE
435,PROPANE,프로판,Fair,3,3,Yellow,LOW,LOW,MODERATE
436,MENTHA SPICATA (SPEARMINT) OIL,,Limited,1,1,Green,LOW,LOW,LOW
437,ALUMINUM CALCIUM SODIUM SILICATE,알루미늄칼슘소듐실리케이트,Limited,1,1,Green,LOW,LOW,LOW
438,ACRYLATES/ DIMETHICONE COPOLYMER,아크릴레이트/다이메티콘코폴리머,None,1,1,Green,LOW,LOW,LOW
439,HYDROXYPROPYL METHYLCELLULOSE,하이드록시프로필메틸셀룰로오스,Fair,1,1,Green,LOW,LOW,LOW
440,HYDROGENATED COCO-GLYCERIDES,하이드로제네이티드코코-글리세라이즈,None,1,1,Green,LOW,LOW,LOW
441,ACACIA SENEGAL GUM,아라비아고무나무검,Fair,2-3,3,Yellow,LOW,LOW,MODERATE
442,D&C Orange No. 5 (CI 45370),,Limited,1-4,4,Yellow,LOW,LOW,LOW
443,TREHALOSE,트레할로오스,Fair,1,1,Green,LOW,LOW,LOW
444,SILK AMINO ACIDS,실크아미노산,None,1,1,Green,LOW,LOW,LOW
445,LANOLIN OIL,라놀린오일,Limited,1,1,Green,LOW,LOW,LOW
446,TOSYLAMIDE/ EPOXY RESIN,토실아마이드/에폭시수지,None,1,1,Green,LOW,LOW,LOW
447,GLYCOLIC ACID,글라이콜릭애씨드,Fair,1-4,4,Yellow,LOW,LOW,LOW
448,ACRYLATES/ OCTYLACRYLAMIDE COPOLYMER,아크릴레이트/옥틸아크릴아마이드코폴리머,None,1,1,Green,LOW,LOW,LOW
449,EUTERPE OLERACEA (ACAI) FRUIT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
450,MAGNESIUM CHLORIDE,마그네슘클로라이드,Fair,1,1,Green,LOW,LOW,LOW
451,AMMONIUM HYDROXIDE,암모늄하이드록사이드,Fair,2-3,3,Yellow,LOW,LOW,LOW
452,SODIUM LAUROYL SARCOSINATE,소듐라우로일사코시네이트,Limited,1-3,3,Yellow,LOW,LOW,LOW
453,CITRUS RETICULATA OIL,,Limited,2,2,Green,LOW,LOW,LOW
454,SODIUM COCOYL GLUTAMATE,소듐코코일글루타메이트,Limited,1,1,Green,LOW,LOW,LOW
455,ACRYLATES CROSSPOLYMER,아크릴레이트크로스폴리머,Limited,1,1,Green,LOW,LOW,LOW
456,STEVIA REBAUDIANA (SWEETLEAF) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
457,DISODIUM LAURETH SULFOSUCCINATE,다이소듐라우레스설포석시네이트,Limited,2,2,Green,LOW,LOW,LOW
458,AVENA SATIVA (OAT) KERNEL EXTRACT,귀리커넬추출물,Fair,1,1,Green,LOW,LOW,LOW
459,BENTONITE,벤토나이트,Fair,1-2,2,Green,LOW,LOW,LOW
460,PELARGONIUM GRAVEOLENS (GERANIUM) FLOWER OIL,,Limited,4,4,Yellow,LOW,LOW,HIGH
461,CHOLESTEROL,콜레스테롤,Fair,1,1,Green,LOW,LOW,LOW
462,ASCORBYL GLUCOSIDE,아스코빌글루코사이드,Limited,1,1,Green,LOW,LOW,LOW
463,ETHYLENE/ PROPYLENE/ STYRENE COPOLYMER,에틸렌/프로필렌/스타이렌코폴리머,None,1,1,Green,LOW,LOW,LOW
464,CAPRYLIC/ CAPRIC/ STEARIC TRIGLYCERIDE,카프릴릭/카프릭/스테아릭트라이글리세라이드,None,1,1,Green,LOW,LOW,LOW
465,LAVANDULA ANGUSTIFOLIA (LAVENDER) FLOWER EXTRACT,라벤더꽃추출물,Limited,1,1,Green,LOW,LOW,LOW
466,GLUCOSE,글루코오스,Fair,1,1,Green,LOW,LOW,LOW
467,ETHANOLAMINE,에탄올아민,Good,5-6,6,Yellow,LOW,LOW,MODERATE
468,D&C Red No. 34 (CI 15880) Calcium Lake,,Limited,5,5,Yellow,LOW,LOW,LOW
469,ZINGIBER OFFICINALE (GINGER) ROOT EXTRACT,생강추출물,Limited,1,1,Green,LOW,LOW,LOW
470,SODIUM STEARATE,소듐스테아레이트,Limited,1,1,Green,LOW,LOW,LOW
471,SORBITAN OLEATE,솔비탄올리에이트,Limited,1,1,Green,LOW,LOW,LOW
472,UBIQUINONE,유비퀴논,Fair,1,1,Green,LOW,LOW,LOW
473,SILK POWDER,실크가루,None,1,1,Green,LOW,LOW,LOW
474,TRIETHYLHEXANOIN,트라이에틸헥사노인,None,1,1,Green,LOW,LOW,LOW
475,CITRUS AURANTIUM AMARA (BITTER ORANGE) PEEL OIL,비터오렌지껍질오일,Limited,4-6,6,Yellow,LOW,LOW,HIGH
476,BUTYLENE/ ETHYLENE/ STYRENE COPOLYMER,부틸렌/에틸렌/스타이렌코폴리머,None,1,1,Green,LOW,LOW,LOW
477,POLYQUATERNIUM-11,폴리쿼터늄-11,None,1,1,Green,LOW,LOW,LOW
478,DISODIUM COCOAMPHODIACETATE,다이소듐코코암포다이아세테이트,Limited,1,1,Green,LOW,LOW,LOW
479,TRIDECETH-6,트라이데세스-6,Limited,1,1,Green,LOW,LOW,LOW
480,POLYQUATERNIUM-37,폴리쿼터늄-37,Limited,1,1,Green,LOW,LOW,LOW
481,CITRUS RETICULATA PEEL OIL,,Limited,5,5,Yellow,LOW_MODERATE,LOW,HIGH
482,PENTAERYTHRITYL TETRAETHYLHEXANOATE,펜타에리스리틸테트라에틸헥사노에이트,None,1,1,Green,LOW,LOW,LOW
483,SODIUM METHYL COCOYL TAURATE,소듐메틸코코일타우레이트,None,1,1,Green,LOW,LOW,LOW
484,PENTASODIUM PENTETATE,펜타소듐펜테테이트,Limited,1,1,Green,LOW,LOW,LOW
485,TOSYLAMIDE/ FORMALDEHYDE RESIN,토실아마이드/폼알데하이드수지,Limited,3,3,Yellow,LOW,LOW,MODERATE
486,SALIX ALBA (WHITE WILLOW) BARK EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
487,URTICA DIOICA (NETTLE) EXTRACT,쐐기풀추출물,Limited,1,1,Green,LOW,LOW,LOW
488,SODIUM SULFITE,소듐설파이트,Fair,1-2,2,Green,LOW,LOW,LOW
489,CITRUS GRANDIS (GRAPEFRUIT) PEEL OIL,왕귤껍질오일,Fair,3,3,Yellow,LOW,LOW,LOW
490,SAPONIFIED OLEA EUROPAEA (OLIVE) OIL,,None,1,1,Green,LOW,LOW,LOW
491,DICAPRYLYL CARBONATE,다이카프릴릴카보네이트,None,1,1,Green,LOW,LOW,LOW
492,CALENDULA OFFICINALIS (POT MARIGOLD) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
493,CETEARYL ETHYLHEXANOATE,세테아릴에틸헥사노에이트,Limited,1,1,Green,LOW,LOW,LOW
494,ROSMARINUS OFFICINALIS (ROSEMARY) OIL EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
495,ISOSTEARIC ACID,아이소스테아릭애씨드,Limited,1,1,Green,LOW,LOW,LOW
496,SODIUM LEVULINATE,소듐레불리네이트,Limited,1,1,Green,LOW,LOW,LOW
497,SODIUM SULFATE,소듐설페이트,Fair,1,1,Green,LOW,LOW,LOW
498,HAMAMELIS VIRGINIANA (WITCH HAZEL) EXTRACT,버지니아풍년화추출물,Limited,1,1,Green,LOW,LOW,LOW
499,PPG-5-CETETH-20,피피지-5-세테스-20,Limited,1-3,3,Yellow,LOW,LOW,LOW
500,ROSA CANINA (DOG ROSE) FRUIT EXTRACT,,Limited,3,3,Yellow,LOW,LOW,HIGH
501,CITRUS AURANTIUM DULCIS (ORANGE) FRUIT EXTRACT,오렌지추출물,Limited,2-4,4,Yellow,LOW,LOW,LOW
502,OLEA EUROPAEA (OLIVE) LEAF EXTRACT,올리브나무잎추출물,Limited,1,1,Green,LOW,LOW,LOW
503,ROSA DAMASCENA (ROSE) FLOWER OIL,,Limited,3,3,Yellow,LOW,LOW,HIGH
504,THEOBROMA GRANDIFLORUM (THEOBROMA) SEED BUTTER,,Limited,1,1,Green,LOW,LOW,LOW
505,ORYZA SATIVA (RICE) BRAN OIL,쌀겨오일,Fair,1-2,2,Green,LOW,LOW,LOW
506,HYDROLYZED COLLAGEN,하이드롤라이즈드콜라겐,Limited,1,1,Green,LOW,LOW,LOW
507,BORAGO OFFICINALIS (BORAGE) SEED OIL,,Limited,1,1,Green,LOW,LOW,LOW
508,SCLEROTIUM GUM,스클레로튬검,Limited,1,1,Green,LOW,LOW,LOW
509,DICALCIUM PHOSPHATE,다이칼슘포스페이트,Fair,1,1,Green,LOW,LOW,LOW
510,CERAMIDE 3,세라마이드3,Limited,1,1,Green,LOW,LOW,LOW
511,MAGNESIUM SILICATE,마그네슘실리케이트,Limited,1,1,Green,LOW,LOW,LOW
512,RUBUS IDAEUS (RASPBERRY) SEED OIL,라즈베리씨오일,Limited,1,1,Green,LOW,LOW,LOW
513,ISOEUGENOL,아이소유제놀,Fair,3-4,4,Yellow,LOW,LOW,HIGH
